Date	Price	Open	High	Low	Vol.	Change %	Abs value	 Volatility in $ 	Daily Volatility in %							
"Jun 15, 2020"	"3,073.00"	"2,992.75"	"3,079.25"	"2,935.00"	1.95M	1.26%	1%	 ? 144.25 	4.82%							
"Jun 12, 2020"	"3,034.75"	"3,011.75"	"3,087.75"	"2,982.00"	2.87M	0.81%	1%	 ? 105.75 	3.51%							
"Jun 11, 2020"	"3,010.25"	"3,183.75"	"3,188.50"	"2,996.25"	3.53M	-5.52%	6%	 ? 192.25 	6.04%							
"Jun 10, 2020"	"3,186.00"	"3,204.75"	"3,227.25"	"3,179.75"	2.00M	-0.61%	1%	 ? 47.50 	1.48%							
"Jun 09, 2020"	"3,205.50"	"3,227.75"	"3,231.00"	"3,190.00"	1.70M	-0.68%	1%	 ? 41.00 	1.27%							
"Jun 08, 2020"	"3,227.50"	"3,192.50"	"3,231.25"	"3,183.25"	1.60M	1.28%	1%	 ? 48.00 	1.50%							
"Jun 05, 2020"	"3,186.75"	"3,113.25"	"3,210.50"	"3,106.50"	2.44M	2.45%	2%	 ? 104.00 	3.34%							
"Jun 04, 2020"	"3,110.50"	"3,117.75"	"3,126.75"	"3,087.50"	1.83M	-0.23%	0%	 ? 39.25 	1.26%							
"Jun 03, 2020"	"3,117.75"	"3,078.00"	"3,129.50"	"3,074.25"	1.62M	1.32%	1%	 ? 55.25 	1.79%							
"Jun 02, 2020"	"3,077.00"	"3,052.75"	"3,079.00"	"3,035.00"	1.46M	0.75%	1%	 ? 44.00 	1.44%							
"Jun 01, 2020"	"3,054.00"	"3,029.75"	"3,059.00"	"3,008.00"	1.28M	0.39%	0%	 ? 51.00 	1.68%							
"May 29, 2020"	"3,042.00"	"3,036.00"	"3,058.25"	"2,992.00"	2.26M	0.13%	0%	 ? 66.25 	2.18%							
"May 28, 2020"	"3,038.00"	"3,035.00"	"3,065.50"	"3,019.50"	1.88M	0.08%	0%	 ? 46.00 	1.52%							
"May 27, 2020"	"3,035.50"	"2,994.00"	"3,039.50"	"2,965.50"	2.11M	1.37%	1%	 ? 74.00 	2.47%							
"May 26, 2020"	"2,994.50"	"2,948.50"	"3,019.75"	"2,947.50"	1.80M	0.42%	0%	 ? 72.25 	2.45%							
"May 25, 2020"	"2,982.12"	"2,967.38"	"2,989.88"	"2,954.38"	-	0.51%	1%	 ? 35.50 	1.20%							
"May 24, 2020"	"2,967.12"	"2,947.88"	"2,968.62"	"2,947.88"	-	0.48%	0%	 ? 20.74 	0.70%							
"May 22, 2020"	"2,953.00"	"2,936.75"	"2,957.50"	"2,903.75"	1.38M	0.54%	1%	 ? 53.75 	1.83%							
"May 21, 2020"	"2,937.00"	"2,972.25"	"2,973.50"	"2,933.00"	1.61M	-1.06%	1%	 ? 40.50 	1.36%							
"May 20, 2020"	"2,968.50"	"2,913.50"	"2,975.75"	"2,908.50"	1.53M	1.70%	2%	 ? 67.25 	2.31%							
"May 19, 2020"	"2,918.75"	"2,945.00"	"2,976.25"	"2,914.25"	1.57M	-0.99%	1%	 ? 62.00 	2.11%							
"May 18, 2020"	"2,948.00"	"2,859.75"	"2,964.75"	"2,850.00"	1.78M	3.57%	4%	 ? 114.75 	4.01%							
"May 15, 2020"	"2,846.50"	"2,846.25"	"2,863.50"	"2,809.50"	1.90M	-0.02%	0%	 ? 54.00 	1.90%							
"May 14, 2020"	"2,847.00"	"2,820.25"	"2,853.75"	"2,760.25"	2.50M	1.21%	1%	 ? 93.50 	3.32%							
"May 13, 2020"	"2,813.00"	"2,839.75"	"2,876.75"	"2,786.00"	2.59M	-1.38%	1%	 ? 90.75 	3.20%							
"May 12, 2020"	"2,852.50"	"2,919.25"	"2,939.25"	"2,838.00"	1.82M	-2.40%	2%	 ? 101.25 	3.47%							
"May 11, 2020"	"2,922.75"	"2,920.75"	"2,947.00"	"2,889.75"	1.53M	-0.20%	0%	 ? 57.25 	1.96%							
"May 08, 2020"	"2,928.50"	"2,882.00"	"2,933.00"	"2,879.75"	1.33M	1.68%	2%	 ? 53.25 	1.85%							
"May 07, 2020"	"2,880.00"	"2,832.00"	"2,895.00"	"2,823.00"	1.49M	1.64%	2%	 ? 72.00 	2.54%							
"May 06, 2020"	"2,833.50"	"2,857.75"	"2,886.25"	"2,832.00"	1.47M	-0.87%	1%	 ? 54.25 	1.90%							
"May 05, 2020"	"2,858.25"	"2,827.00"	"2,889.75"	"2,824.50"	1.47M	1.17%	1%	 ? 65.25 	2.31%							
"May 04, 2020"	"2,825.25"	"2,789.00"	"2,835.75"	"2,771.00"	1.51M	0.12%	0%	 ? 64.75 	2.32%							
"May 01, 2020"	"2,821.75"	"2,871.50"	"2,879.75"	"2,811.75"	1.65M	-2.78%	3%	 ? 68.00 	2.37%							
"Apr 30, 2020"	"2,902.50"	"2,956.50"	"2,965.00"	"2,878.00"	2.03M	-1.31%	1%	 ? 87.00 	2.94%							
"Apr 29, 2020"	"2,941.00"	"2,870.50"	"2,959.75"	"2,860.75"	1.74M	2.57%	3%	 ? 99.00 	3.45%							
"Apr 28, 2020"	"2,867.25"	"2,867.75"	"2,913.50"	"2,851.00"	1.61M	-0.06%	0%	 ? 62.50 	2.18%							
"Apr 27, 2020"	"2,869.00"	"2,829.00"	"2,881.25"	"2,812.75"	1.22M	1.40%	1%	 ? 68.50 	2.42%							
"Apr 24, 2020"	"2,829.50"	"2,777.00"	"2,835.00"	"2,755.25"	1.29M	1.75%	2%	 ? 79.75 	2.87%							
"Apr 23, 2020"	"2,780.75"	"2,790.50"	"2,836.75"	"2,772.75"	1.70M	-0.28%	0%	 ? 64.00 	2.29%							
"Apr 22, 2020"	"2,788.50"	"2,737.25"	"2,808.00"	"2,717.25"	1.37M	2.07%	2%	 ? 90.75 	3.32%							
"Apr 21, 2020"	"2,732.00"	"2,807.00"	"2,833.25"	"2,717.25"	1.97M	-2.65%	3%	 ? 116.00 	4.13%							
"Apr 20, 2020"	"2,806.50"	"2,861.50"	"2,875.50"	"2,804.25"	1.57M	-2.21%	2%	 ? 71.25 	2.49%							
"Apr 17, 2020"	"2,870.00"	"2,863.00"	"2,885.00"	"2,821.00"	1.92M	2.96%	3%	 ? 64.00 	2.24%							
"Apr 16, 2020"	"2,787.50"	"2,767.75"	"2,831.50"	"2,746.00"	1.75M	0.45%	0%	 ? 85.50 	3.09%							
"Apr 15, 2020"	"2,775.00"	"2,843.75"	"2,845.50"	"2,751.25"	1.83M	-2.39%	2%	 ? 94.25 	3.31%							
"Apr 14, 2020"	"2,843.00"	"2,760.00"	"2,846.00"	"2,752.50"	1.72M	3.04%	3%	 ? 93.50 	3.39%							
"Apr 13, 2020"	"2,759.25"	"2,811.00"	"2,819.50"	"2,711.00"	1.57M	-1.00%	1%	 ? 108.50 	3.86%							
"Apr 10, 2020"	"2,787.25"	"2,787.25"	"2,787.25"	"2,787.25"	-	0.27%	0%	 ? -   	0.00%							
"Apr 09, 2020"	"2,779.75"	"2,737.75"	"2,809.50"	"2,701.00"	2.34M	1.64%	2%	 ? 108.50 	3.96%							
"Apr 08, 2020"	"2,735.00"	"2,640.50"	"2,752.50"	"2,620.75"	1.92M	3.52%	4%	 ? 131.75 	4.99%							
"Apr 07, 2020"	"2,642.00"	"2,645.50"	"2,750.00"	"2,623.50"	2.49M	-0.09%	0%	 ? 126.50 	4.78%							
"Apr 06, 2020"	"2,644.50"	"2,485.00"	"2,668.50"	"2,484.75"	2.03M	6.51%	7%	 ? 183.75 	7.39%							
"Apr 03, 2020"	"2,482.75"	"2,513.75"	"2,529.50"	"2,449.00"	1.76M	-1.34%	1%	 ? 80.50 	3.20%							
"Apr 02, 2020"	"2,516.50"	"2,459.00"	"2,525.00"	"2,424.75"	2.15M	2.80%	3%	 ? 100.25 	4.08%							
"Apr 01, 2020"	"2,448.00"	"2,562.00"	"2,562.25"	"2,434.25"	2.09M	-4.74%	5%	 ? 128.00 	5.00%							
"Mar 31, 2020"	"2,569.75"	"2,613.25"	"2,635.75"	"2,555.75"	2.25M	-1.59%	2%	 ? 80.00 	3.06%							
"Mar 30, 2020"	"2,611.25"	"2,459.00"	"2,621.75"	"2,445.00"	1.84M	3.46%	3%	 ? 176.75 	7.19%							
"Mar 27, 2020"	"2,524.00"	"2,627.75"	"2,634.50"	"2,505.25"	2.32M	-3.22%	3%	 ? 129.25 	4.92%							
"Mar 26, 2020"	"2,608.00"	"2,471.00"	"2,625.75"	"2,402.25"	2.41M	5.72%	6%	 ? 223.50 	9.04%							
"Mar 25, 2020"	"2,467.00"	"2,442.75"	"2,560.75"	"2,386.00"	3.04M	1.19%	1%	 ? 174.75 	7.15%							
"Mar 24, 2020"	"2,438.00"	"2,233.25"	"2,447.75"	"2,230.50"	2.64M	9.80%	10%	 ? 217.25 	9.73%							
"Mar 23, 2020"	"2,220.50"	"2,220.25"	"2,386.00"	"2,174.00"	3.08M	-8.92%	9%	 ? 212.00 	9.55%							
"Mar 20, 2020"	"2,437.98"	"2,364.25"	"2,512.75"	"2,346.25"	71.68K	1.45%	1%	 ? 166.50 	7.04%							
"Mar 19, 2020"	"2,403.25"	"2,414.25"	"2,474.00"	"2,288.00"	631.23K	-0.45%	0%	 ? 186.00 	7.70%							
"Mar 18, 2020"	"2,414.00"	"2,478.50"	"2,498.00"	"2,274.75"	976.54K	-3.27%	3%	 ? 223.25 	9.01%							
"Mar 17, 2020"	"2,495.50"	"2,417.25"	"2,554.50"	"2,365.00"	1.68M	3.28%	3%	 ? 189.50 	7.84%							
"Mar 16, 2020"	"2,416.25"	"2,673.75"	"2,675.00"	"2,360.25"	2.38M	-10.38%	10%	 ? 314.75 	11.77%							
"Mar 13, 2020"	"2,696.00"	"2,429.50"	"2,707.75"	"2,393.50"	3.42M	9.19%	9%	 ? 314.25 	12.93%							
"Mar 12, 2020"	"2,469.00"	"2,738.00"	"2,774.00"	"2,442.50"	4.37M	-9.90%	10%	 ? 331.50 	12.11%							
"Mar 11, 2020"	"2,740.25"	"2,859.50"	"2,869.50"	"2,702.75"	2.99M	-4.38%	4%	 ? 166.75 	5.83%							
"Mar 10, 2020"	"2,865.75"	"2,733.00"	"2,884.75"	"2,695.25"	3.42M	4.29%	4%	 ? 189.50 	6.93%							
"Mar 09, 2020"	"2,747.75"	"2,916.00"	"2,916.00"	"2,715.00"	2.67M	-7.30%	7%	 ? 201.00 	6.89%							
"Mar 06, 2020"	"2,964.00"	"3,024.25"	"3,037.00"	"2,898.00"	3.16M	-1.71%	2%	 ? 139.00 	4.60%							
"Mar 05, 2020"	"3,015.50"	"3,109.25"	"3,113.75"	"2,996.50"	2.81M	-3.19%	3%	 ? 117.25 	3.77%							
"Mar 04, 2020"	"3,114.75"	"2,988.25"	"3,129.50"	"2,976.50"	2.59M	3.93%	4%	 ? 153.00 	5.12%							
"Mar 03, 2020"	"2,997.00"	"3,077.00"	"3,137.00"	"2,973.00"	3.75M	-2.22%	2%	 ? 164.00 	5.33%							
"Mar 02, 2020"	"3,065.00"	"2,900.00"	"3,093.25"	"2,889.25"	3.69M	3.86%	4%	 ? 204.00 	7.03%							
"Feb 28, 2020"	"2,951.00"	"2,950.00"	"2,996.00"	"2,853.25"	5.72M	-0.20%	0%	 ? 142.75 	4.84%							
"Feb 27, 2020"	"2,957.00"	"3,100.25"	"3,117.00"	"2,944.50"	4.73M	-4.93%	5%	 ? 172.50 	5.56%							
"Feb 26, 2020"	"3,110.25"	"3,138.00"	"3,182.00"	"3,091.00"	3.89M	-0.71%	1%	 ? 91.00 	2.90%							
"Feb 25, 2020"	"3,132.50"	"3,223.00"	"3,259.50"	"3,117.25"	4.38M	-2.91%	3%	 ? 142.25 	4.41%							
"Feb 24, 2020"	"3,226.25"	"3,309.00"	"3,312.00"	"3,213.75"	3.64M	-3.38%	3%	 ? 98.25 	2.97%							
"Feb 21, 2020"	"3,339.25"	"3,367.00"	"3,369.25"	"3,328.00"	2.29M	-0.89%	1%	 ? 41.25 	1.23%							
"Feb 20, 2020"	"3,369.25"	"3,391.75"	"3,397.50"	"3,339.25"	2.07M	-0.53%	1%	 ? 58.25 	1.72%							
"Feb 19, 2020"	"3,387.25"	"3,372.00"	"3,393.75"	"3,370.75"	1.16M	0.53%	1%	 ? 23.00 	0.68%							
"Feb 18, 2020"	"3,369.25"	"3,382.25"	"3,392.50"	"3,355.25"	1.74M	-0.20%	0%	 ? 37.25 	1.10%							
"Feb 17, 2020"	"3,376.00"	"3,387.62"	"3,392.38"	"3,372.12"	-	-0.34%	0%	 ? 20.26 	0.60%							
"Feb 16, 2020"	"3,387.38"	"3,382.62"	"3,389.38"	"3,382.62"	-	0.19%	0%	 ? 6.76 	0.20%							
"Feb 14, 2020"	"3,381.00"	"3,379.50"	"3,388.50"	"3,365.25"	1.33M	0.10%	0%	 ? 23.25 	0.69%							
"Feb 13, 2020"	"3,377.50"	"3,381.25"	"3,384.75"	"3,348.50"	1.77M	-0.09%	0%	 ? 36.25 	1.07%							
"Feb 12, 2020"	"3,380.50"	"3,360.50"	"3,381.50"	"3,355.50"	1.23M	0.69%	1%	 ? 26.00 	0.77%							
"Feb 11, 2020"	"3,357.50"	"3,351.00"	"3,374.50"	"3,349.25"	1.49M	0.13%	0%	 ? 25.25 	0.75%							
"Feb 10, 2020"	"3,353.00"	"3,322.25"	"3,353.50"	"3,303.50"	1.40M	0.83%	1%	 ? 50.00 	1.51%							
"Feb 07, 2020"	"3,325.50"	"3,349.00"	"3,350.00"	"3,320.75"	1.70M	-0.59%	1%	 ? 29.25 	0.87%							
"Feb 06, 2020"	"3,345.25"	"3,337.00"	"3,357.75"	"3,332.50"	1.46M	0.31%	0%	 ? 25.25 	0.76%							
"Feb 05, 2020"	"3,335.00"	"3,300.25"	"3,338.00"	"3,288.25"	2.05M	1.08%	1%	 ? 49.75 	1.51%							
"Feb 04, 2020"	"3,299.50"	"3,244.25"	"3,305.25"	"3,236.00"	1.70M	1.66%	2%	 ? 69.25 	2.13%							
"Feb 03, 2020"	"3,245.50"	"3,222.75"	"3,267.25"	"3,222.00"	1.92M	0.67%	1%	 ? 45.25 	1.40%							
																
